n, T, t1, max1, lsq1, t2, max2, lsq2, t3, max3, lsq3, t4, max4, lsq4, t5, max5, lsq5, t10, max10, lsq10, t20, max20, lsq20 ,
512,100,19328.77484, 193615387008037311569233642071712951212319046596685040200211855975927203302970341005879701354970606889388790822825390045987148419111215212369556289666492999782816936180960272566609563891202230869047988521973897829223827744500585142244307604699221023537424225356247302114037242771375290188296567022621225037249878705804467758445850906236141826073146496893106860467036536768450406602765679308902850763093318074753816667544106901387859786883654769559974240590865851857472975763383721273795877289468110620944285465870968589797239456431432093463606021298937160683759378979699104889561740244307457425661620314705564084517308898229278021420897144152934652905940160645453162510499430196383524419576175638704323988493871371309533184345203360757444846875940158321102736959221513018027380715337848676587819465853357861662757272108075395357063673239499281133313328788628681379691009256807801383426223048167182059872420826987031049695251830038356283592000383898339074901318848823329714730865332748604535335808769815519392786402114735102180398543435559670586176023712851730392598431860310358738333664851631967102413383017757031112665382061880265759759309664572854879787683974483178651871799995521670966092291363634859365777837668025534758963908924848358927050230784937112368978724417798032933703663139668094397669532839336141013728757777043554110461501709069131334951699798643147545141035372317844721000346294892208479824817756897954544642983465832607807700805376664533491697144559884539904556361213128614184693049702078643172111899904071756842492798315100587193501112073138476637703079778568981553298457952481318680131453268771885490863885628011564013097747288987454529839019111881015958370554583126483503227212373264236237397282997891834193017646527693941847217385203250931112727043190070622872824306709821150616776255880430577803219323523187018316990005079783964567895681000068861407321693943136333262099093021566378996346228639634648364033841955490173441739941664073729728879836356361669933609188510585100255670268259059634045162891335670149344721847117727712859710624444523040688883392143475393681184408056312653929638247950975986771563690101246726333912348574297861096308459072450322328855721935358023891028418933260722161709428078307387248058751017807381779200727437163409917913939766023545827641115556221226198986978704829745663493425733530461223267450559172638960353236479361886368456614858961862330731277753527869006932380833939277434442590792479667345803454124385605823673415189179038210245370266094097389495265330033520586910509785915295216724751943003250299086322276362626895759394420543618414878099242629043622178307087392136118608313964433073520906904627262782625799005442424278222376776711620735652706755123155194460052132880975146953733013729653180655382656336987199333358188139490984640863067850226362771453647455610853828397791565956354586383112157307862155816530040665925370954158218890956056344429293150064052669569804143322552202835537567963035596401696200987469004632734144048371342857783031776711596413240531409234472213724145078234739190228131443513404724971293597888470720675559475861818974793672353413129631182609512080270797057227435755249168291140067750704827427150653555191706385830820895681772568430262505122549238249568916572997414504553585327176520330340323521168717907495100284244209912492474050747563790196335667206746883407728906817892210606023716411532288611843077843970028488525300044583064262791091327593328533800026692778317639835240427458704529405428747600336230395596431361528600640744520955044284479931832304655324404426660246846895676882060190542012144671281245479559417793053029012867233092651423234754028543113281589946790987584186377785808221564236254259667930614113605558336241160678338646238966312372675417681291292940308950760614515385585318835601047151585971953319067114953003674988493405744500580085992743580108354762594459339189455129925900540433076057279568642560554328122867530357372342520199896208022928629615742483799513910066283667653059847326931814598461864731988078426003969512389972811044993636260953250947099821483513379670700182341635776485495476748589056285436778527236462631535010174130753217115315486362929525701374403597954101150807531705400401007431442304332075518544006826693955717781116516083790927575742565882833794586786891354281633049464295573769751196883193359621998681839614270609751368716271765423832190845152413348404587656227458406439529555476227638488406656221750012813680296076,1539201,32600.5849,754,1539201,11757.89244,722,1539201,9842.896049,647,1539201,13699.42901,547,1539201,44446.40964,411,1539201,,,,
512,1,3610.17888, 161376741287280041799680279842563831056146080775352615370705757211739455912412207019644238407315299615356997532979093888333047211850503205197348247283703757784364056467960430707556663773400069912038294197461639848898833744772193252742038993176071856196974874233528647672552022005915991322488627918458416640669060510305607153356058335245060994520068843637306878388961982422682101518854233581895966990493082091572818605186412099535142483933250560235101263395433166548738699529833563397352922846682657238432707750634722294154598278140995576455384038473899114924384288761311348683499603279651980466390295882824693429248922245183338502884250002073556109417622493312482873302770606637992914092243775196514556651143154182807285522764275699464396986494766644725095008001052199903597203775917475424279857991297267727263330501891139272047778524336638577585239192341476944721955626483088620914953693552970444712457301400894191550937558578225441433940605614038778402516273840142719717058712292762409166750512516898302656600119902946925429372195313186421008342528600757846811485186230197325775476971800582575020513469191301635174861870418765926067116867724945696036889709315838701200680908697623784482247560093446446010495935449061093331966823170388623714715945573646794653408174916150014983900477117112996563100072697872201227535860423883463228307249147011976122892567251625907535721917533419381747246853832893759519031681155447576465414199534801494124977427491716886032203250176546086371086821821090003957897474919421347861154512829843588792952897307593311675438083504464716906521252079550142226758563112225545724990836,308,3743.347772,15,308,2478.929069,15,308,3673.184486,16,308,4455.584313,15,308,12094.92494,15,308,,,,
512,10,6390.848187, 100071439843521770376525271040591954051739428605003117175087470069096443070554650077051911039220123079265470153468301451620195550475758979765201908832681970404631510235322449071496670858533870081672173106751233038220857323925068739349002161452079688283257327178094181173162413510275458254637378308097097216728753118310718057118596420475135993395349598933195400247746505431631363134619701782174946298573476490758565547519174494422011422683298959629104544324549619625446220745800446049469774274745193979959051228194747934288043853824553206480447003946346680498191674637037431458365088307076877249446375009861733371138971597153221802183131293018202601036198062081780583119673875136122215569174631759516208454512870784231009923860383163827115933201549051843116124802624128226792876626099972056538801223355964584698295407423171655708279909346458622346330971924849435440098052153359479651316841521418039126263514129739348240303480347941023078321682875833289027950130282633279193131428971,16980,14197.02658,90,16980,7377.225872,89,16980,8943.603281,84,16980,8763.242584,97,16980,27859.27189,86,16980,,,,
512,100,38570.18436, 829524840755562816420495945946944463316831644801154157338577586773797574075062830877138579016419055706036322167078779439573530369115934946640676561936147942524694690904034431217617681255399402583798062210695078321644841725469841984133459594948014498548465543593606194105107462938823265705706549331148098750878432834445055395320236664866272199441465338939821590230232517413245153589751313346690950549019192740625546002938407382754948115176747678188491562087749154982503127115135800075075261137464263978243251715747080372851007656805096560580737081847119354798947388510857585614258924600426486449739938855255879934192945227193460934597810554506356068469672489230474121018275456887495352407254951339048487505393088571455696083077120142993658701031282014920245614094848698933921580397539668525409150559972893178030012120251152485245280972516513569831853904291858378784014671136570004907527600005217552709084542724456680184601186000399717168767838230331364123036609582351947322558200655629000726008892237711787479291799357473550358700899332614694600400895249440544059420009931653010829638249111515192229059937975656262609702745326458933152580505624586678028759680119618534434618709841985311916906852211980508341273237071655333194298205513376391591661649948883501099574621823276685557762062718947300871831959893788250213854916682045780084695749080484068818662393218617295533439593241701517376834540929560099582334200579185184551734846998201830781269009876978357125951987810439836605398628,1482711,32676.20127,753,1482711,12800.45211,653,1482711,15849.81503,577,1482711,14881.4726,553,1482711,49366.09054,420,1482711,,,,
512,1,3614.405647, 92192333366672464251441611939454626938501276555538276848182951076417617683207623450412641814247966165600807291049070729495428235615012250970228274748189022842047055721207647613698205452962642367699003328442976137095724017776934865534749877056266739364030852375730567653057440486487809979472362495976185181108409479072924432334907733248449491296320283593859156836589058935473102680507171321343484078679767096875857443041171640008207299441467938077238755145200900727104659032739019086312268865284317371888743874860930236083965507222690233,304,3366.756353,16,304,2975.727924,14,304,3990.919559,14,304,3379.424131,14,304,13006.60504,14,304,,,,
512,10,32100.97516, 36781472382440405647225782226171511540912613581793280916211156551573467018514757109126926875772257068844719793168855947344375299927268426029188901659514263862700404492037767434034058092130084253299392805282471286751258021675348482500436725549655482374283871358001900787547534840390279666893120899397656760234617970567147364201850490318413469294729287617998232800873266571344387049739949252054869013720447280713873909919976880899613752368444080203163874284885025135612409368820280403009298381978343028809158261886950629784024921943266845394486214075496555828293501983491282215959558183189141533705641705791115746369461184530102918805624301257800160600749444422552426675554743851679118199158425060157687009519437971403072784115414019782792292084886883803615870635608067198734069633721066740087588619174815334377784524338284502195431625574106130480232130828939943504667615377380816236089890473241129620939997242318747729431984514584178496351209605427523791076469185007204153225862946,16702,14566.36158,121,16702,8623.576821,94,16702,8603.432908,86,16702,7020.176549,92,16702,24578.72952,82,16702,,,,
512,100,9665.167401, 226289658678315726565234058341351598135295130283907826152551178409938720578111202143294830982703051158198620079487417002528262397751255746555922680912474186477146435890712255192144738076562955706751490018485332382352910074121612238928982448245355707769230391119675601656238590390710003386450876662125176122886339451338758806190566886092875465286331628327716584296590827123590802690922251889474127127449456741407706970442859311820233305238836342315155449400587770066578673556725867406377439022042660620310042978091363136911210534452743099556340145452611275447342918792347340306030959547247515127255802632170808054022463293545583016987774145671227384229513778327098021636552090172932547035943921407469591797046835635984368955700604491146791316672159716913434220446886367070509656796236199894829411929088107458504311467441051485977480214338023737624677406058336640932791351763107484663668522601627692101319679471446787975519377186401976923261152061504425195106059051067554998902045103631593132855101982754817277588717750992566061510995471186822563834430255385449389306062762838582852207773144520777877859427741412555421841216310306393136393489772995252237204346621496505795853919157635089858885595562135451457839307461910500243031908721944818694508755815188502394867713081157073017211271772564124054216148170509375093294534550830331616899458536685217630037621590129280091835941193647967536856897671270550147288158008023363396615455734669735989845616414165693549802832833884234875508689,1490303,33412.37239,745,1490303,13292.08232,641,1490303,14420.93091,648,1490303,12909.85415,565,1490303,42578.60673,441,1490303,,,,
512,1,3666.136839, 2140035801638188383275681942358588169553011239882838995619415552268123852438214616751519773615732733022229620018868150506992161390269775917733046473821715523459567894278813950642704851393566157993121567341661879484790893749408133901673618490816290474277994266542434209832216070972823061004722831384556500255053373156250544120509615508667281828440698709177271313212106232990536152277363387743576496857913556195440177412278107488363480413444456716093875371367912981787293039067505818251350604657530585984537808060685445859421177395741396932785082233417250527980760138347043278436787899699992410379643148892479686644663735720999362528728802017810702902932448471843750698608228766399250119279006757312631608322400558705545715054844747093934544536377361658609253234275738884866662123069170386499303396697015834863217995473582867326138029685333516767863280858136790244251490511931114965364023224583583050963272984010535694071613473407468428886826333110794827557150243919728706838127434808969321115188150257839491624658635897797867683122990005770828515249781790283203445495752,310,3600.357063,15,310,4196.346598,15,310,3298.337811,15,310,4077.376806,14,310,12989.11788,14,310,,,,
512,10,19520.93397, 1524903162804933752683461512932476051319424534826988282679502941270957360389120867111492723221102375792675276607001042435153772665776636948561150090699402760711848725755467447027117242769862014905349473560150552942779942105070835728614160306361836272032754645049887695116037322730168429258196581952783735509173840987613850883578612191375701434402725182830476033226136657419268593148557410580571023318510638573980384814999370804693314386633086130370414290166049601458270954440106456147671133000810164859264828797629917742498206557532218297483665032607940590660377738330558563439349327180184812458490108124395104735435306288228882010021664537913739231538549067532647456973243538791787166047137016094129917995027499472075687401864671263747311156020767613520982037825766034476942955285992256039418883177643329799806923774734378337822307426686200677238108471244476476605110095766859236585441010988466622795001986703504199750406265499636348994392185789940351766534580942722781675772286227405262801724007789282094008364472892157419972053310104857367382039651154721919036811505086763493006891328574315774852339213686334382930539033290935834633775506812917323060350982146127537977941273853295530867598023318559172009486070187927486565571444598312442478953816462252458302944644769594730446976520822320810589485182870828135237364712505308955275876548890707448350994970749387411583166118652812169873049129167719538490922907335950145081406800021549686046921490933723438889296057818911667461104606289118074033125013394918864306872137353207364342403323624429713898006732774276500912559308816560929845266295748972840581688416454144774838537276663518971871483275464044746294240900425350182194689229086295589809505901184250309207450380025640312342416175007361110081814592399639953925116744859880570078649941549143881088833430341622222731855726065004393701308858211478456349687300926488956432214566382126740343592283604224393828631686287405018881775466473170517110865534296936755,16969,14960.81289,99,16969,7169.814334,105,16969,8346.875307,85,16969,8896.412151,86,16969,31038.3353,78,16969,,,,
512,100,19630.71009, 145122100637927041050612598614670937918019130234386147155637138572814861178532033864965407833373847465146251052609014878029208738897441599981050700199149114410046561411768809264683075838808829881888622690920185486300411998947722889347945952692923292468727319649353541108813081081590052213666698448685352831736819702279357116149377112599189258576012716608306111483871658544334721787994479447673772109617639529793614378737715013062606694149802155633063645142690409803609713801380563431531170420589619823096774047505253732194193795398529801879435374557271030809753911572466856933679844114382018136085537655850460706005470689296307450208232189725259964243256579903312836798997149623139244425113137516690428384823908412735303971848907757304721293196019904410819901350643317172958694170885683559675199196612363872700571208760772632359310150689045293938037534776366479446713323907186060109240026621277643659386103491094668507358393837425889536574747170492754299467425926702347221229033017315889212863724030471572551165805456396440680974887820858141493328914739953176426283360439475913126157911543003744830546880265091317034010466872872591311042924445879883890517706561900420309833348807858796942178737933407372283173629891923729036472571040355107475735642018004884607384379976973751024063666165422563893312766675700439889541550708471831556185334641562936003908841710345331795152411430442564868360497899025264467648947570455828229782931484271888091430962620463858907990154866676462956117825,1504947,39508.82428,815,1525900,13381.07659,718,1525900,15906.97916,620,1525900,11670.69324,620,1525900,49759.34594,396,1525900,,,,
512,1,3623.142931, 137831315697214788365418711642057458815328612302448521733218553446590935258019354304178213727656878471279960786125357623779131793444859973331961168575885350163872669777809354711436522616752883231097088646526888805881394909890159268244241764730130308019241293492559234787650824270024269256291988471954829319552267027164697736414908645343398799995058272136410989155575450019062143429387183043846711411040941868533369409446253001944420592572323381398379321583619576858290372029905356438815702191415534034575681420311955238178066602977655487531670389168050877030706294402775829931123476392752110930753909202122872408371230488219779525867001876691009106071089685765451975033647591863458061239266372825616326032667372980337150415023258161202471251082619061221389881231205013365751463528720030288729263381560916643132853934363007767314720515990308817015990252423977299575688476469236420307284755531164443552488941841468839798419563053239961137073294825815973470282131624050327675369029070568841798875477836645518137311080124683221849320511390655027085003062100476006194994493862,311,3424.338591,14,315,4580.836783,15,315,3135.293173,15,315,3758.320349,13,315,10961.26815,14,315,,,,
512,10,6396.425609, 211886906546002806366970381740921335917323705986993512892399987806186495880773300044497470010125771765642355273838773896376668953142482943435669312769307835516398983253289851021779162261879978818681074239794126932350262440375749272661830848669863702096839645948277767811607239666953581536252586790048452715754710160523504843701795792563889464397678620097937134846441112638349781585974427384445852820717093030641967546051005282760735635694352727550197062691396946573017166798115549071364069514852773063490973497094791744465285393098927058913629327319226192740120588836158622642338091888199614327026154354874716217272457872082779761475678458783110730305413422416396760112080251288839060315251766546516039003355427668673318810982832674317742349691778399864380274173240390816401969831768812892986997888978980975538490936312138130117336836562317211819637555162991787538525639032258153762740468937414648703367476078662067796867968336454260080459817649837463020334149725652599140369071397,16102,14314.25025,94,16102,9879.306899,91,16102,8791.265376,92,16102,8450.64685,84,16102,26990.88205,79,16102,,,,
512,100,9631.368716, 353462506208689498992675737602887510563370592580675644952437737786158900590124056770100568540284084498721206639597318598522723535015769602679368107193648206533910052621621566168369765390970147546871844224077185601395507558885686445715065266216666170664890679906465935243382023193760802634196155666751886858884087443210731595963660911274813471809602414001492287029331016819184560502506129017805401492159645749815217688426080467716034496838236147130204053732708262683171694580101262100486531685557786262523240732745485448620175445094298576086984065361828968147670506048540470196670503069827315612133383507374973749564242113188521592468010688469831393264030502919386842350173667202151172580259306093741242832258113294687521850762581734750865115364486298099071640968684998259019024558750277116486850717846298814446391216405964464192214863385550887591665706897128871360176715529650448456382941473097802203568758121486695590956690466635359044810928156894284932991509186174649684597628759265484435009252772654654787436488444205794027040771507055650444415785331466577237062173208569916416945658405588194814615618652449812445088445024189561717573065138447014121555837409676190089086846761607009348796865237388969794938303852973145711855865980906593119465486583235425294134608106900612392008903046762947373632701826232731564242401928426207257224644916978691122822614313782290862082805394946024341323691892124709336115539578755835736311311155915550886810809875762370257962567901574832762506190797492387758118488604152788782198326508525527497551887308218644736147890892438308445220794084212505011685589262043072392958932140261850771562716991105429894188174909797003353409778740375049932261126931527905779627455634948764132421193106867564562940927942378560853980658491891565583761171659815019179404128557512209955421967895482072394358260861895558722631114485310866567918775532208653130705165272388222415811213578325572055509376914788327764018466804201121306090355890716643730162283677044448061177096803552169421893233005952654105673020420628176669368008496908685942736472490150780860517944380256234736373676562769711673419100529990700187040742033019267936275693136389274681683074908814349448574571252385165370543394985698538536406990751049681008636973983231384708843738639991871013384307346537856440489124397227714843740615538896116701727308036620866930670736867547718177964633394419597367958162547693896218085059038177260596399568163221260279959440425512665033188838214412295277376786315488013221555897469468234140174263832915320351837841953708377783807847017941449689085630533266857111235188988272357153840819518465332776579497260390638444498914804824979910408621002270490488491627130230432240496505497427892021295432500421945449973577369199401642591529204050955823880150599274659191213514159583076753865115555881557285814226077748500677896046045428293308958229193501568775519878910930223066155177997041256319417655398042601536640271960103306710424867039880611544510761115,1490951,32874.41584,793,1490951,12085.44159,674,1490951,17727.05224,648,1490951,14237.1116,578,1490951,45011.78813,505,1490951,,,,
512,1,7205.599659, 18496363193416748731928578857388195739624492692744825913319572151156190845756993726844360737760857616304200451586207146929471952542723028531613196992705971377239474366820424603008951070253781383413304131385485241509923034312743568408495940996433166749500670168301570166129476340598949075020253783271914939397915376165436868941961375035624302843174997996038792030403379203351330357564870235645067072156200150654362770904197521766141595587961165113671784592857171377861157098793400870113475996257793631822933290557664977370744881481571683,309,3370.634979,15,309,3764.135661,14,309,3845.39634,15,309,1975.884526,15,309,14802.56567,13,309,,,,
512,10,19192.00668, 19617470646875319049352355560130177177065986655031095916233918626659345060535843432790983972868082532351360783723479223440236496470874410279962372442003600243923605914849790469300566055119964414037684223753434047381536096556886938083640450917779080728595749445139357325855316739926640479371927591114241308887045770680358328479927945443053908076872607331245145895333877532818096720578220111104853812995411797946757301908419196859589890499081759465987002011626168294786202255159862690923215179075623704305726756135547712210439816090285502351172738658084647810014188488586161098805097924132896388445567016979348820881340484733545513206864624424878906411264727581201114982924647672249608157800593747175971926759761176774755475418415228973187679147862888086659195642906377880093321487085013363792793171045690966433472336897723707771792583036891371655067377626451546827804294686155216271482039953707993439312593127531506311583908456589401053320308731994657299967667910522127438817551923,15715,10127.52041,98,15715,9795.942658,93,15715,7125.717013,94,15715,9049.06591,82,15715,28170.43947,79,15715,,,,
512,100,19285.68224, 2694239812554132341819685939037662651960073099478480990263056494569494659450493534382898182352319727838244880706564062857533957388885525273068243296384956853350760393106742812000439161954112846562411961902967394993653428518766825902901369401841939315616065453031889836338666815666641095680887252355204132562688463647880845351501502408829438913272852270836137440912056446920347864970040684715866417291814910065728815814120065084523879505958489852910458856837468256396970523228564882945355038684257494717232650387419820032478337965030348859253713286615235566002251830210132288826887629284111231737037696341366063651538122554976236128205627245519822015719738417391600414799380492930041265178268657936895329995650564263881922770323625010670719970763940666920411290514921612771515415653913770805567644611985066611770590328636649787410159677270037136606237555113808908462467395139481398993955157737630502229546622801358320615735256109705981130122574948978848266993754900524307869307041295303576188294664415117119394003144287456847883648576052181121493117247933405157416644030607242550122891493625750942044325074998664381285552463764398952786285959695796374127664963934391954832114495458787465210233053923613844388916252293760451436246938449567902286124402656134060876624255001307723182836833740832593421305664543445624682068932730269367021326563870568093768979743229799607682057193878227865605526046133520852439776865090360209360083824527960317687645402198568152545755651351615293605921523,1467979,39183.32107,769,1467979,11765.79553,667,1467979,11747.0823,752,1467979,15637.57527,569,1467979,39398.62427,434,1467979,,,,
512,1,18000.95193, 11009869497442259148105355128824711669888577793919671696475578915192202050675476565057886772006487002089430488711433625112806221507509058765680360824962761757743160477161497096253363690350000806472308051999489920634360529566176637408632917377744710064150114195736444194471901121186324666786330052118081887864025997886012884057004275989049889164173059608882501743277804681716080576508524242297584968921221410593123867668122540706994723916532353932185704017979892611653117234182043596069429739676844500618427882644981966368748004871152945118409088999543870422418137144586214696919208444400985728363642188897900271234883554640605768104400912175971032624561535173252265022636296666454878285387774270512011047882135088583416263373295525099380477203469728844579941153388217959127576710505259108596673239500213429431743785343021676868083795575721508714836155185969259205114263748316576552162481488249157160229810077070233493155531098199635078141706156299633692283193743774450257911170971038772414798479710377309515922247360871612167811845565981382845254060709423013350876810947496,314,3410.729535,14,314,4591.6801,15,314,3212.796345,14,314,4227.087484,13,314,13707.90188,14,314,,,,
512,10,12867.36382, 77642619783141974439314331795837361378894859453349584877194632533344834781634287525019022312704149228871873160985936291276894316622349191908363122235469647010145124441651497851133295099307557974727824467047085977244089161736753854739563870600930590038207000288964235845288559444251175645408534721225282844465813079456849917061123991607278950036137665796616664957140023459037334718164864125979918090648993224959748741855888295243523200989667647837896376517067433750429802780903468599294572036839128998548815991018262593214463227399567439313819603469500160316427684574898342058884916636585056610779943476491045994040935487657147631665520768431314598184147085750935827906437452703016724570746560247983126852082517691029420589879357574039999652980230863547150445963817915521161020461356980287021330991132283535336196092813267757344020746065168596679527623433542598403885119426401937718376251191651418794772592107865182680811813060193012616365365102331227105016925731688077789073277498,16448,14619.04451,111,16448,9088.403029,91,16448,9991.199286,81,16448,6962.576979,87,16448,26252.90629,75,16448,,,,
512,100,29015.40222, 296404309324708074643245107446154652485658017401652031224875312988551302181716041912531183663213964488029907213178614697168141184068990258709400890870242027250744844684504524195127533723925509301119221417127799008007689227693449680573898076336487947312792354347398806117034783168377585644726161259823809803190163696397486117116105982965583337487213250616809232138926433458307027957117149624167343734913770243856949633584683392937194163343048251744587087128654470100127923236273376641243646665097848326553592916090409675659935396359572659616679777656804642689426736484450907208014721529357948327411915244601235875812478274104507615272672357088250427134897123231217382416720892049183469921195026023383889615620923056536276408544418443305664648864504768493081778685618085624951735642059460195029516918928692075561659222982417095608857713405230642338630000097180510091542711787977595795922186312828189384253940747144241924212930185915347014606395926294030822445121355342261969407744184871019887615620309629934180137686958608108594452844175695781002104824224523551100437407083611726835441577721816918609697087363624964555490527445101604883513026717305731749546780656197694580480646796936540755037348395833876341234787625707862600902981408406057160014899975100077996202815378709690295088886353774506519953545485905159751135247878158728654309925129797737264212421750009048565273468236285371701567653726702714904078403613551881392376631510071781451037861416337113989935634212405941732163302,1506628,37669.9214,770,1506628,14942.08408,628,1506628,14928.98262,598,1506628,10324.80627,555,1506628,54275.99342,400,1506628,,,,
512,1,3620.895186, 20500165268940137552847637943209084174747749597927074277461446363559833085153002846019698228768303316569685915633843991971486765118864842095059928745841674511162842376776548997004656770766904096470852739722137943594035450004917572194544285333561445292232619397123238700714175569528081900659286494075585431762037003307544265829993118219747766245417716643789589862974620951983908619500806358834312160685223686849969945552937650652066251876788981198634423751483577166478493103626560075601283096736229328099715162965150797441333570369832701,305,3386.332268,16,305,3568.684853,14,305,4316.156094,15,305,3997.463994,14,305,12014.91931,15,305,,,,
512,10,19266.80961, 428691442688598358501623331043547219866154197729422624241755532217611411785007176910330258451504891448697212677272366871302764670093222794059143789770084135832570717102240685915720859828863068439249552818830247124527433240633319193818155884137647045141073517741262809849566458003783758789265250531386801340470421251561751016760412617846303809705248777977324972031668807581006088021324400271382537953591841786369485230816464171433869186715760997265703831024856068223880755833561900124789497721742985268566646126007121921949132771692860214652565575535382419033375759824418931494718710232790438209111770594607602772954333890734006724374840493445511096035882807190115385666931729379387202013056872809338860684180326839134629767281784120705298580825210383635760188430751357964635870924356494599028380691301810701561725964884765338179287694838682310531590123863008487787606798189082090826686215062414897564588028725244931273302537985969757002913197464140471570458651594998672864594584494918649682497910747726873915682724457865574511310242664017281565999675297231956846467162017586976544749804061929061118506182948859294449048879538846151041644340059696392173626432529658331075695253734068360709506261953668907215075949015261848380834442087046190362772966202412896530415633272302302079082899844843447490511222421317154824526049948909969454556211135215774034230503520888249918596778634423706583784772762682858768847038849242032249542484923294006790671319170058063504710337423387906303193141980747638752265157980541793325065951373031928924517032377160930300357756400768933619840094600204323783913689825972112243034922202811806339102548847939588345982609372271045050229593990710163369951819966170672282319192432594891022226942543185009903275174053873687595708523491760156051087607529100861752480879844975408028372894272074633581426852412902215937131127286314836734733260822003913044427446451446732012204662048846732037846592269969491947212006297929959999981711579016130,16359,15400.16775,96,16359,6918.844714,89,16359,7801.355006,85,16359,9879.489276,88,16359,26171.62687,82,16359,,,,
512,100,9644.184932, 29496112731100401665444157668362897410553472676315478955725059337550130951163670704847483724637951967756495908816696097755515172969913924794006669047919860191408076524547809639064033877567252367070492823744009115353829575850157813199352831267230639885118854073682978711623935116251805649221970868111029171179289392147592868443614481759847278295686133376241174663052918544514651847520229172328859287316757505226176330027648091942718720560129416114828708592301464028598551930330392655231002066894311388785440986486370645651960954622612721548230456381497963617234772268516457097396304010741050845924264329738759525547789221590355497993900578749859801098133032577946616930639032218292700275564328348463064216909789304758807962121987167068541687026582924041790104169597923849410980254953517243112075798364728126704102483661214414416885585842358479748991782994955684990500916838671918915652551534830242177272561582839917615673705645364098292451313115456308566575919024101404921222101781755513267246975551073670883576858608709823857550613210017091138857154171909887350839494013769384796900873556061212776850458061480963846895225782213637223414120490451585298945356618939509860645588861337975056960095981186056947232045183004622965685679300662867090425858466270967991087807363864470053286899246729106233257560198826986481088585120267860844366142857753058471947141826113661678574721189476868636395961041653204410900114059298254376010134287885319842845063331763380331193933080016736664844585,1526220,38273.32329,738,1526220,14199.83675,736,1526220,14786.82804,625,1526220,12036.83083,560,1526220,45786.70359,468,1526220,,,,
512,1,3591.264322, 13910587437403900122078329023966766233219576256658642938651884723201930991099815869794410370496944599125734678568446703140923113881267362637431002334873687269675197755010181912230151826727060136951510889231397202075357458526007924625255731069096458505698202385514715323729764446202652468179141147223869672475056906825856397910266694444578127907475729437749537403085731780468033330013370037217199291449491144348300549601803067989210476593924116887528548637829367019451768348115509728245274920610221345263821233473226789194873086162347208845990180088970086386687480080881646899037061488422829313713946791408446049735654620111494070327615543583924097947365444243587358319044583008580651423071253392160431587969574677641113650354879312464918636754347411952034365203375567697585419909437585597300170194926063886835139225023720287138656115040682187295655085036637086986965013183459435158950412708670526731597424831106370883813626200809549415179290572664826902145641478735505745892160559819191528916472899063476626228925026597423905952795816493825099154538187350552808743300397,302,3374.135256,14,302,4110.39725,14,302,3969.849868,14,302,3600.426242,14,302,14049.6522,14,302,,,,
512,10,6380.428098, 3338700955443301586343760581322106963382136884991853952098628547855532177061663597350098027111653608639761102439136622796116890054340702733299724033223730652582259578464465261458796121096814061838857323175132079224874076663839034183434264698156718699869789811378538420621154928790811152732593519711719471539345656067714698738529598584493515429119122048954172958957753516648148378776793828838814473305740913563332483147546459684519190307270098470850928717737623615187915828975142842384509481055101327729567190528055966186538167814218137167225667056398661881256587702255237359927230790221135742132887690884763080064106229232663234601266937108913236179034140466553966044009526502695051391014074312387460860528415099599680959466983844132320160526155238669256388596557641354900256652583385274466271049106120275468194059487673209419453470159825495055692293069356409557085336984642378038793919440094461538510788640763511574981336520641940207980239999090117793386127777798644166237042366855315191764692367550969971831294536993706822602730483625242566883505129685523771422271224460692003059012051821296822319265366629805736204841063819401825534696198173331062565196490105074474975905599848876613263188335205441603334747465444822647024149890558289924430986445610458884345545866274925801795295808671163354889999489602791212928032765004571168801909431620643748438389913875607047531010504901146900717084844259397673073750144182746981612566272139762412013703830780229889592117428488126321528387196557128485892472558033527495428742230769230387285261923914811449606533365902985648534242021711365523271760326874515689552204494721349456356098177208438870322799758477836092791658805164700498525309968145275050633666428162156487149369110603837292890826701252658205048759798939281750238238360335052020767582446408071199890368664728822045750348144838331871210771814899941943103035257848636534561680268543654472289783733620884846741978831579134425354013611214775784959139922379401424,16622,14521.07897,95,16622,8594.089583,90,16622,10561.73321,84,16622,4206.533483,86,16622,28984.02855,76,16622,,,,
512,100,19243.45045, 57752536225295041746113278399220138385545848768087375109004122072415551077767937896986297356081045847948020660581933140774948644649644460286326480860026898626235759094516633040676247515387347059466285199368587333785685973272730056459320462921777359999074107141090294707271424648209631967369269474407160473487878334752490502367833801839670081600000176840399865053974670478886250926252054784140518398733737230322704178905773003972125473974777083417367839867601614817293437887644664353976838419067943564568105713837821310049924041755806818314600162353717820948400547429201305051646930304189275490675897399734273405525735771002303352655490507391874576176458793351620381893261314526842039280479102002604175686099270891256324225238703603926587567372364507263811530087955831265854743648569692607915628016434479609037360656148767101844647501028904195154495637898484568900102953936054266306960913985001723046019585417831905706661823860363450485049281979730863146281796826225430383947610001905990192774999112182910755080361183493962869114132090029932295259866718258180822598644011738473525764718294534478052070941157604920721481623038845870960723291522144391482964523969591251684617406057799193380546077508957778183319439394883159218754315841217901960614236460827749951927858659526556091398033281056774948981589179120644649630055552476308883619812799086874087802135721813419592098959410970386696334041091954050244238385249194673564086645885879428621810624860195545157535025104076070400496532,1572445,44973.61747,801,1572445,10954.45764,693,1572445,16035.74111,613,1572445,12846.25123,552,1572445,44002.4181,421,1572445,,,,
