n, b, d, L, t1, max1, lsq1, t2, max2, lsq2, t3, max3, lsq3, t4, max4, lsq4, t5, max5, lsq5, t10, max10, lsq10, t20, max20, lsq20 ,
128,1,3,5120,31.18788552,1.28107E+22,1.2838E+40,64.24437189,6,191,32.84350991,4,75,25.11042857,3,59,7.83145833,3,54,63.21898794,1,1,,,,
128,1,3,6400,38.60164642,2.50256E+28,2.49097E+53,82.68385077,5,115,15.95293474,4,85,27.4134779,4,56,16.54527593,3,58,58.16946983,1,1,,,,
128,1,4,1280,8.071307182,1.54623E+12,3.41564E+16,8.176423073,5,155,27.58575249,4,82,13.99927783,3,73,28.23041034,3,42,52.56756115,1,1,,,,
128,1,4,2560,16.51603198,5.2367E+24,5.96455E+44,71.65055871,5,147,21.02977133,4,81,25.45274091,3,59,22.23955226,3,1,,,,,,,
128,1,4,3840,25.10366297,3.56597E+36,1.76326E+66,108.2350554,6,155,22.76648855,4,78,19.33725476,4,1,,,,,,,,,,
128,1,4,5120,33.50219083,4.84383E+47,8.37462E+90,148.9641938,7,205,23.08994675,4,66,33.17533708,3,1,,,,,,,,,,
128,1,4,6400,42.50535202,3.47907E+60,4.0543E+113,188.893297,5,147,29.11065841,4,78,15.10438323,3,66,28.18349814,3,1,,,,,,,
256,1,2,2560,39.17241025,25,6,7.226888657,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,94.01928711,2442,7462,213.7497244,77,33362,713.1861379,39,9310,719.8828673,27,5205,485.7307191,20,3032,1752.066934,13,1548,2597.833154,11,1009, 
256,1,2,7680,162.0866244,92245,74902189,683.228683,111,71858,838.2985661,42,9328,620.7765665,27,5293,642.6534643,20,3280,1584.657513,17,1699,3985.280706,11,873, 
256,1,2,10240,217.6780267,7017602,1.37542E+11,1801.753851,75,39703,615.5063841,34,7377,928.1853547,25,4970,669.795491,21,3332,1191.963332,15,1457,3119.503351,10,913, 
256,1,2,12800,283.6749778,620766266,1.00626E+15,2536.827355,72,44163,699.2490513,37,9014,610.716367,26,5788,589.6086016,25,3922,2089.38668,14,1529,3893.724761,11,819, 
256,1,3,2560,56.0939796,813982,126769362,970.0789897,99,52354,716.0978875,38,10470,851.7178619,26,5129,617.3259542,19,3342,1759.633828,15,1401,3272.217899,11,858, 
256,1,3,5120,122.4505122,2.7318E+11,6.70383E+16,4174.882853,92,49954,632.0873101,39,9841,674.7494614,28,5617,474.0345838,22,3664,1795.046255,14,1498,4343.050372,12,879, 
256,1,3,7680,189.203826,3.41596E+17,6.5274E+15,1366.637067,78,38033,588.3413842,38,10579,845.6356833,25,4411,483.6188977,22,3891,2019.987323,14,1216,2991.895853,12,919, 
256,1,3,10240,258.2588668,6.68699E+22,3.41643E+42,1946.743436,86,40257,448.7318268,40,11586,636.3929002,29,6751,768.485975,23,3835,1502.331682,16,1650,3133.22599,11,931, 
256,1,3,12800,318.5059617,4.13501E+28,7.76687E+50,2529.66203,68,34450,630.1393454,35,10147,555.7202954,28,5537,524.2988222,25,4373,1563.46476,19,1360,4192.712788,11,929, 
256,1,4,2560,65.99518323,4.10263E+12,3.18563E+16,4950.007754,92,36981,638.8090603,35,9237,742.7076139,26,5584,903.2768581,20,2744,1704.608833,15,1698,2997.077524,11,901, 
256,1,4,5120,136.6371448,7.39795E+24,3.38543E+45,2174.369095,88,41902,708.903919,33,7968,677.7295876,25,4594,750.1942132,22,3625,1353.662577,14,1706,4432.57059,11,872, 
256,1,4,7680,208.1837382,2.68594E+37,1.17594E+70,4114.109587,87,41649,722.9416068,38,10929,979.6455488,23,4846,572.5448797,24,3003,1476.808821,14,1665,3963.259702,11,808, 
256,1,4,10240,272.0486391,2.3452E+50,1.00647E+95,5215.989838,72,35924,861.0357296,40,9411,407.3299699,27,5520,763.5720301,24,3453,1156.472603,16,1719,3593.442393,10,849, 
256,1,4,12800,353.918128,3.80559E+62,3.1261E+120,6936.621212,78,36500,749.2506897,35,8563,853.2144358,25,4450,396.6405609,24,3531,1519.478055,14,1646,3977.091754,11,862, 
128,1,2,1280,5.576923847,50,14,1.39887929,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.67793512,6285,19856,2.455185652,6,124,16.43474197,4,64,20.27282453,4,53,32.21976233,3,53,52.72115421,1,1,,,,
128,1,2,3840,20.20330024,66484,1470543,3.509301662,6,138,27.07866931,4,78,8.090645313,4,73,34.78488851,3,45,52.01593876,1,1,,,,
128,1,2,5120,26.86705518,8021053,3.22288E+11,4.504962683,5,129,23.08675146,4,70,29.27927136,4,60,12.0699532,4,61,57.7945683,1,1,,,,
128,1,2,6400,35.08697152,567792624,1.3532E+14,5.514289618,6,151,31.42257762,4,58,16.35762429,3,51,25.5890379,3,53,52.83208394,1,1,,,,
128,1,3,1280,7.126989365,250699,120220410,3.944556236,8,168,27.576967,5,66,21.56553817,3,60,30.39701056,3,54,56.4406333,1,1,,,,
128,1,3,2560,14.94737482,1.37606E+11,2.9151E+16,7.570928574,5,130,20.20140791,4,74,20.85876942,4,64,20.46333218,3,57,59.74844313,1,1,,,,
128,1,3,3840,22.71677232,1.92502E+17,3.83143E+16,46.57923293,6,152,19.9378202,4,76,22.26657605,3,59,32.8350122,3,1,,,,,,,
128,1,3,5120,30.70147729,5.03407E+22,2.59067E+41,65.36823583,6,130,31.36539888,4,79,34.90138006,3,56,9.104794979,3,54,50.5242269,1,1,,,,
128,1,3,6400,38.39421535,8.04646E+26,3.63997E+50,81.68182445,5,129,32.90400839,4,73,9.94763875,3,59,42.69094229,3,1,,,,,,,
128,1,4,1280,7.942941666,1.78121E+12,1.35869E+17,8.257562876,6,145,20.16359162,4,94,21.41108775,4,55,14.8222487,4,55,51.67971349,1,1,,,,
128,1,4,2560,16.216254,2.17037E+25,1.994E+46,70.82892084,6,151,32.88704753,4,72,25.67329502,3,1,,,,,,,,,,
128,1,4,3840,24.66853213,9.6999E+36,1.20901E+69,110.9916954,5,148,23.84536505,4,76,33.62464619,4,63,5.732556343,3,63,56.86190486,1,1,,,,
128,1,4,5120,33.13346004,4.52467E+47,1.0351E+91,147.4398477,5,136,34.09251046,3,72,28.745435,3,54,7.332769632,3,49,55.15698791,1,1,,,,
128,1,4,6400,41.45452595,1.75695E+58,7.6067E+112,187.0471997,6,124,19.07017064,4,86,25.73151731,3,50,3.12395978,3,50,75.2917552,1,1,,,,
256,1,2,2560,39.70676804,54,7,7.234791756,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,94.460536,1882,20594,206.8554122,107,44798,813.5004871,37,7756,375.5008533,27,4183,772.5276818,23,3983,1870.429947,15,1478,2182.165903,11,1005, 
256,1,2,7680,160.2630312,299108,43481445,747.5419428,86,38071,739.1338418,36,7701,565.4311211,27,5182,868.2407076,24,3547,1623.412638,15,1630,2170.359753,12,1043, 
256,1,2,10240,215.300657,5410654,18600257008,1728.315747,68,34267,735.0526097,40,9564,477.2467215,28,5528,966.2770641,25,3477,1754.889952,15,1378,4846.968303,9,824, 
256,1,2,12800,283.7366235,316271738,1.87398E+14,2556.872709,68,34154,851.8571098,31,7691,788.2719457,26,4574,472.2836053,21,3120,1222.188316,15,1646,4323.943405,11,782, 
256,1,3,2560,55.57853794,874106,30976905,1014.865834,104,46232,744.504096,33,8700,561.8247175,27,4647,530.0647764,23,4097,1685.549444,14,1359,3119.131526,11,938, 
256,1,3,5120,122.5385056,8.75367E+11,1.6994E+16,4277.398476,82,40978,613.8078701,37,6716,680.5097935,26,5381,557.7958031,28,3262,1534.981505,15,1674,4377.214162,10,744, 
256,1,3,7680,185.8412817,9.97832E+17,2.99574E+16,1405.430804,83,51551,533.9285033,44,9840,688.1608484,29,4691,696.6939216,24,4002,1752.513387,14,1574,3906.217612,12,784, 
256,1,3,10240,255.0658972,8.04901E+22,2.49448E+42,1971.588237,77,44689,496.4303608,37,10855,713.943367,26,5808,521.9190748,22,3816,1464.481683,14,1618,3512.443392,11,822, 
256,1,3,12800,325.4218957,4.44883E+29,8.51948E+52,2468.400186,85,43660,716.709826,34,7640,544.3984449,24,5151,608.8959265,22,3725,1592.697358,14,1615,3486.891228,11,841, 
256,1,4,2560,64.25041437,3.48579E+12,1.7538E+16,5239.259494,98,43339,645.6459205,33,9543,753.9184918,25,4413,668.456903,24,4065,1271.004609,14,1754,3565.205365,12,910, 
256,1,4,5120,131.9050884,6.15488E+25,1.28046E+46,2105.38939,77,31340,901.2051656,34,6992,565.6808112,26,5077,615.6799283,22,3934,1593.112534,13,1561,3532.192712,11,868, 
256,1,4,7680,207.1223433,1.65307E+37,2.19926E+69,4120.585507,76,41500,942.1420021,35,7871,542.5763311,29,5006,597.0594401,22,3995,1767.095692,15,1469,4124.403183,12,838, 
256,1,4,10240,274.1362944,6.61286E+49,1.24127E+92,5369.654128,95,58175,808.7415538,34,8955,852.0639882,24,4403,607.0558691,24,3753,1850.434699,14,1561,3829.559231,10,933, 
256,1,4,12800,354.1255834,4.04192E+61,1.3853E+118,7082.12122,94,51486,757.8334525,45,9285,566.5368874,27,5291,703.0798912,23,3618,1249.842611,14,1599,4002.426899,12,968, 
128,1,2,1280,5.426026106,42,57,1.412449121,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.52346253,1994,12330,2.581501722,6,116,20.01777244,4,89,25.09763813,3,60,16.00320435,3,57,61.71965075,1,1,,,,
128,1,2,3840,20.21510053,186744,7644587,3.486801147,6,173,25.99913287,4,83,34.32295322,3,1,,,,,,,,,,
128,1,2,5120,27.25264025,4841710,90117297057,4.475263357,7,157,25.84353399,4,80,19.41295218,4,62,27.29551029,3,49,44.84788418,1,1,,,,
128,1,2,6400,35.34685659,115671203,6.55205E+13,5.609232903,5,132,35.03820229,4,77,37.23061872,3,54,10.88520074,3,49,51.59800482,1,1,,,,
128,1,3,1280,7.113362074,653215,377267073,4.116606236,5,130,15.1038785,4,87,23.90405917,4,67,30.26819658,3,48,47.60933113,1,1,,,,
128,1,3,2560,15.27312398,2.31126E+11,2.96843E+17,7.467200041,6,152,26.18066263,4,77,14.35890079,3,49,22.28117943,3,51,60.57563782,1,1,,,,
128,1,3,3840,23.10852981,9.38448E+17,7.217E+16,48.16814637,6,128,16.89885712,4,84,12.01723027,4,69,33.02506661,3,41,55.14520431,1,1,,,,
128,1,3,5120,31.25250196,2.97326E+22,8.32025E+42,63.89942265,7,131,23.25395322,4,57,11.31619263,4,79,28.35143781,3,55,54.7258563,1,1,,,,
128,1,3,6400,38.88625979,4.25994E+27,9.2747E+51,82.55435109,5,127,18.8197422,4,59,22.74864793,4,60,20.01715016,3,50,56.671772,1,1,,,,
128,1,4,1280,8.103916645,6.8598E+12,1.35846E+17,8.282389879,5,101,24.07500362,4,69,16.98280716,3,58,10.37764788,3,58,60.36841345,1,1,,,,
128,1,4,2560,16.51159072,5.8817E+23,8.85746E+43,71.9102211,5,123,20.06816411,4,67,29.45736909,3,61,18.33063483,3,51,65.09418368,1,1,,,,
128,1,4,3840,25.06069088,8.13517E+35,5.53441E+67,108.1934114,6,150,37.4218874,4,66,22.03734064,4,62,43.3826611,3,38,45.41793203,1,1,,,,
128,1,4,5120,33.32711315,6.51963E+46,6.25709E+86,146.2005687,6,143,24.50243235,4,75,12.57337213,4,70,24.54932165,3,53,48.52939463,1,1,,,,
128,1,4,6400,42.7656672,3.70038E+60,6.0715E+115,191.0307889,5,147,25.99306703,3,73,6.362884283,4,73,34.19568682,3,1,,,,,,,
256,1,2,2560,40.80793738,43,4,7.214096308,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,93.78621531,2532,21016,190.5559964,89,21631,790.25038,33,7626,517.136817,31,6256,492.1414549,22,3783,2002.232754,12,1473,3072.383054,10,865, 
256,1,2,7680,163.0823929,164629,260179193,727.2862508,68,32266,691.6678417,39,7884,310.2390952,29,6879,847.5509787,23,4254,1910.031975,13,1502,3830.232216,10,895, 
256,1,2,10240,218.9776039,7913273,4468031135,1747.46984,81,43212,693.8020575,40,11611,849.7470245,27,4578,574.873405,21,3830,1780.764014,13,1412,3569.945072,12,846, 
256,1,2,12800,285.0413918,328176358,1.48101E+14,2508.294158,85,35032,906.36656,31,7585,785.7224901,26,4537,501.4107151,20,3961,1834.680547,13,1422,3846.468871,12,799, 
256,1,3,2560,56.8093586,390586,158426779,1056.635528,59,24161,555.1668704,39,10360,846.5922065,27,4122,278.3562803,23,4088,1660.127639,15,1511,4058.865986,12,859, 
256,1,3,5120,125.4064267,1.88161E+11,3.60046E+16,4252.232677,94,54239,529.3352602,41,10527,1041.531424,26,4863,462.4864366,21,3142,1612.615009,16,1750,2427.272781,11,912, 
256,1,3,7680,190.0623357,9.49134E+17,5.18168E+16,1381.980994,104,56843,550.7480223,39,11046,941.5113423,25,4936,664.8481107,24,3447,1508.787078,15,1709,4111.10371,11,848, 
256,1,3,10240,253.5934339,2.46383E+23,6.59762E+42,1924.460521,77,42227,680.1912937,39,10429,496.5758667,30,6479,680.891088,21,3263,1697.132648,14,1665,3030.387194,11,917, 
256,1,3,12800,329.149338,1.20988E+29,4.87373E+53,2581.073803,73,30528,770.5044081,35,8916,426.8770971,33,6312,882.6987772,20,3666,1572.330979,17,1488,3508.565828,11,955, 
256,1,4,2560,65.26136327,2.20541E+13,8.50412E+16,5153.348392,66,35372,660.5827737,42,11139,706.478142,27,4853,918.0794923,20,3248,1607.575601,13,1552,3384.384011,11,807, 
256,1,4,5120,140.973953,1.05953E+24,8.55913E+40,2219.127622,79,38986,735.2805753,31,7762,612.73649,28,5013,694.7167385,24,3529,1088.344421,18,1597,4512.825247,10,895, 
256,1,4,7680,207.9214242,2.05047E+37,1.52993E+70,4130.90884,70,27818,889.4285929,35,8083,612.3274436,24,4874,773.1666598,22,3728,1894.561202,14,1545,4017.602938,12,883, 
256,1,4,10240,281.4629393,2.35922E+50,2.79491E+94,5244.85056,81,47717,658.8659697,34,8999,627.2660365,27,5245,338.9827185,24,4212,1968.04875,15,1352,3942.239795,11,789, 
256,1,4,12800,351.0326173,1.01414E+62,4.9562E+116,7207.771449,90,40798,714.4205291,36,8033,568.0689504,29,5605,809.8923895,19,3528,1776.875417,15,1594,2587.471016,11,999,
128,1,2,1280,5.384014845,43,13,1.418466091,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.43925381,2552,25346,2.488701344,6,208,25.03882718,4,53,31.51925659,3,1,,,,,,,,,,
128,1,2,3840,20.53706622,155739,100159094,3.569405794,6,183,29.39633775,4,70,20.20710111,3,70,27.82408857,3,44,57.06903672,1,1,,,,
128,1,2,5120,27.4534874,5216781,52907771715,4.496373892,5,123,30.45538497,3,63,23.86218309,4,57,11.33223557,3,55,51.85534286,1,1,,,,
128,1,2,6400,35.3921876,263375402,5.11341E+13,5.501489639,6,117,18.32864451,4,74,26.25450468,4,67,0.76830101,3,65,61.90457129,1,1,,,,
128,1,3,1280,7.027381659,493171,953132,3.938993692,5,145,24.79974914,4,60,21.82476735,3,54,31.34807563,3,1,,,,,,,
128,1,3,2560,14.99551773,83805108204,9.90153E+15,7.345398426,6,150,25.91471291,4,74,30.88422275,3,65,8.619763374,3,46,64.19745994,1,1,,,,
128,1,3,3840,22.91573,2.61748E+17,3.75204E+17,48.12039614,5,130,20.31972909,4,88,28.76190829,3,44,20.25023532,3,1,,,,,,,
128,1,3,5120,30.92787051,3.49288E+22,1.476E+41,64.23715234,7,143,27.06903815,5,80,6.190275908,4,67,36.3436439,3,46,57.17235708,1,1,,,,
128,1,3,6400,38.54772544,4.55324E+28,3.57486E+52,81.23530483,5,162,23.54225636,5,74,27.15522647,4,64,18.92627335,3,50,50.71721172,1,1,,,,
128,1,4,1280,7.95414567,8.14665E+11,6.53991E+16,8.380409956,5,121,24.46120548,4,75,10.97734499,3,76,31.66423535,3,47,62.42700481,1,1,,,,
128,1,4,2560,16.40555716,1.18348E+24,1.05935E+43,72.08619022,5,140,16.45687675,4,85,32.57887745,4,68,13.75471139,3,50,44.77138352,1,1,,,,
128,1,4,3840,24.8257165,1.76523E+37,1.67375E+69,110.2041161,7,155,20.30039573,4,82,25.81092453,4,57,37.68227243,3,46,47.51168489,1,1,,,,
128,1,4,5120,33.19555545,3.23212E+46,1.48598E+88,147.2219162,5,141,27.13966131,4,58,17.40809679,4,67,22.84334302,3,51,58.91258788,1,1,,,,
128,1,4,6400,42.07467508,4.85015E+62,1.5437E+120,188.6108768,5,95,38.17550945,4,65,6.874260426,3,68,18.03871655,3,52,52.18980575,1,1,,,,
256,1,2,2560,39.12966704,49,17,7.086670876,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,95.33714032,1867,113161,169.5613296,83,17780,543.9363427,40,8679,636.8509336,32,5774,444.6790357,24,3597,1745.399109,14,1577,4329.939958,12,865, 
256,1,2,7680,157.3868945,121439,8391865,689.8661602,64,35960,651.9530284,35,8320,531.2068307,26,5262,950.2492571,21,2980,1634.685446,14,1494,4328.4838,10,906, 
256,1,2,10240,220.2747016,6901547,6.95644E+11,1749.692943,80,43975,720.3207405,35,9671,402.6401296,31,6650,877.4489386,21,3591,1379.232857,15,1553,4074.846593,10,820, 
256,1,2,12800,284.554302,530052327,5.32121E+14,2497.354366,64,38050,559.8983557,40,9748,803.8437595,26,4354,609.0804868,23,3771,1452.303992,15,1625,3124.086125,11,1032, 
256,1,3,2560,55.69285297,1695845,572624975,1046.29818,74,33519,858.0779939,35,7744,486.16345,28,5456,878.271472,20,3456,1237.602347,14,1616,3282.761361,11,853, 
256,1,3,5120,123.7061315,1.04141E+12,2.01669E+16,4335.457304,84,47840,730.6778562,38,9949,702.18485,26,5008,660.3620141,22,3055,1776.572605,16,1592,2667.140642,11,870, 
256,1,3,7680,187.1659546,2.11952E+17,2.67837E+16,1377.554754,79,35431,695.1967058,36,8305,649.6386747,26,5982,485.2036939,25,3826,1480.944032,15,1653,3150.831078,11,873, 
256,1,3,10240,255.6599641,2.02105E+23,6.32488E+43,1922.653067,78,39251,747.9680781,35,9804,572.5451884,26,5059,789.9310174,20,3489,1327.998848,16,1437,4859.900264,11,744, 
256,1,3,12800,322.6595066,3.30649E+28,1.17707E+53,2571.230247,91,53526,881.5580637,32,9275,558.4914522,24,4899,612.0707915,22,3834,1941.068277,14,1468,3035.563528,11,936, 
256,1,4,2560,66.1321435,2.40606E+12,3.00376E+16,5183.638084,87,53950,756.9719896,37,7468,520.8413215,25,4774,968.9279718,20,2769,1386.623812,14,1763,3038.800914,12,970, 
256,1,4,5120,135.1987085,6.74874E+25,6.31079E+45,2073.785794,71,35172,558.1379476,40,11058,1035.572413,28,4379,221.5053482,23,3392,1556.323598,15,1659,4005.846752,12,780, 
256,1,4,7680,199.7099636,3.17313E+38,1.97345E+70,4024.63904,78,37913,583.0545483,38,13491,886.7256122,25,4486,364.2085037,23,4017,1499.06551,16,1388,2514.899908,13,932, 
256,1,4,10240,275.8495824,1.10247E+50,6.13478E+93,5154.389242,75,39162,585.6993265,37,10213,685.0265758,26,5425,472.4183509,26,4276,1621.389433,14,1467,4566.272087,10,814, 
256,1,4,12800,343.0474763,1.28305E+61,3.0135E+117,7178.110314,71,38853,640.6304319,35,9228,927.204046,27,5529,555.5963762,22,3838,1669.071248,16,1646,4105.882698,10,839, 
512,1,2,5120,293.0733433,31,3,48.63920712,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,722.4358859,1937,76912,2495.690282,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1211.303306,92117,38891628,1284.970927,9978,88850339,5618.838526,4417,88850339,18860.56326,2041,36406315,17864.80265,1381,22071491,48659.50896,511,3015631, ,,,
512,1,2,20480,1680.568667,9581611,18821005358,13468.73662,19792,3349910185,20691.56787,3948,136356240,18295.96435,1760,37661655,20151.97367,1214,17798261,47524.39775,468,3233208, ,,,
512,1,2,25600,2156.315391,270568623,2.3254E+13,29945.59663,18071,2809233176,19286.40755,4095,174253755,21028.96149,1699,40127211,11310.55851,1356,24200212,42947.80088,535,2905278, ,,,
512,1,3,5120,440.5423009,479751,62268480,4501.828112,15555,142906861,17735.17327,4463,100870687,18031.8491,2142,38530663,13542.16562,1440,20199195,45981.80428,552,3266774, ,,,
512,1,3,10240,941.4570949,8.1228E+11,5.60032E+16,67713.67298,17342,3770565410,17225.67471,3820,192394680,19114.60864,1951,43685441,23272.78124,1156,18216037,45693.88145,485,3242021, ,,,
512,1,3,15360,1468.461651,4.46791E+17,7.21025E+16,122003.6705,19299,4201628245,21450.46325,3684,136654049,19233.27662,1773,40980033,16040.51913,1307,18334605,55853.97023,495,3049522, ,,,
512,1,2,5120,287.055198,29,2,48.83893228,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,722.5375702,2345,40134,2468.637374,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1186.86542,133831,40841389,1479.78677,8737,40841389,5651.301458,3464,40841389,12548.31632,2227,40841389,19698.52428,1644,18363133,44640.57209,482,3041849, ,,,
512,1,2,20480,1684.14697,4656471,3.41066E+11,13971.25569,21068,3305073729,16474.17508,3973,160701192,22078.80832,2058,47585764,20734.31363,1349,21828098,47084.38451,536,2811253, ,,,
512,1,2,25600,2168.66296,451253730,5.58516E+13,31283.97222,18703,4143950798,19605.83341,3709,163298300,20747.13976,2207,44792032,18658.34989,1273,17727791,56543.86831,448,2665512, ,,,
512,1,3,5120,440.8083904,936229,51713083,3952.313204,15847,51713083,14483.55142,4016,51713083,27252.83414,1840,28468337,15960.77453,1287,19470454,47526.47866,490,3168937, ,,,
512,1,3,10240,971.6282175,4.40219E+11,4.78706E+16,68214.51655,19311,4718940269,20635.15519,4057,154053368,20644.15971,1781,36270258,14946.11707,1249,19994885,52250.62018,475,2545825, ,,,
512,1,3,15360,1483.738678,3.35944E+17,5.51215E+15,123214.3313,18473,3316338980,21051.06161,3531,133740164,19876.38451,2058,44753214,19730.33667,1196,21177862,51782.37025,467,3086381, ,,,
512,1,2,5120,293.3229661,32,18,49.48182082,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,735.5414059,2820,17412,2518.571383,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1202.753416,95099,19555669,1258.36696,7488,25511560,6499.723875,4073,25511560,15777.89172,2077,25511560,20038.73339,1582,23634375,50328.1765,500,3094929, ,,,
512,1,2,20480,1689.733283,9226568,86246703109,13527.01217,17992,3144512718,19806.28702,3316,132156023,25562.02061,1799,39027853,8357.683567,1393,20979176,56642.17097,508,2789484, ,,,
512,1,2,25600,2171.272856,253983351,4.69686E+14,31460.5999,21299,3530900716,23518.36022,3562,121068955,18965.50398,2000,47693099,14957.57348,1577,23581272,47986.00094,482,3021723, ,,,
512,1,3,5120,440.2727368,691156,168779487,4155.222239,17014,1389838653,19495.60506,3703,125669447,21945.04533,1700,36701561,16808.95392,1279,18327483,49651.48659,488,3212219, ,,,
512,1,3,10240,953.8513942,4.37705E+11,7.19865E+16,66836.14348,21045,5536462424,20878.1623,3775,137099908,19506.92581,1923,47461033,15709.27274,1341,19893720,51943.03444,498,2847573, ,,,
512,1,3,15360,1467.473959,4.40023E+17,4.0892E+15,117632.6461,22393,6411964711,17313.35401,4028,185625324,19708.1437,1789,49018828,17245.01559,1420,17420276,47448.861,524,2626068, ,,,
512,1,2,5120,292.0318501,49,2,49.83926058,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,721.2823479,1478,10634,2338.690655,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1193.402443,120384,13449454,1451.791398,8249,13449454,4819.588828,3775,13449454,18653.59808,1952,13449454,12863.27956,1405,13449454,41474.07942,517,3479279, ,,,
512,1,2,20480,1676.117127,7681942,1.34721E+11,13027.35198,19982,2577194056,20756.65348,3962,125186118,19195.15741,1914,49166857,10316.30852,1544,24038973,56792.65238,500,2863886, ,,,
512,1,2,25600,2159.995778,311592545,1.97839E+14,30624.48149,18931,3050342779,19499.88213,3324,150312125,17957.28571,2179,48429758,21158.05076,1283,17599774,50873.2154,474,3096526, ,,,
512,1,3,5120,437.62238,501539,181807524,4470.992268,16431,1242120136,19308.24258,4240,131499286,19414.749,2121,41581495,18833.78845,1400,18707769,53923.86135,455,2879795, ,,,
512,1,3,10240,941.6699522,2.95449E+11,1.19804E+16,67198.65165,25633,4768959305,16196.01622,4299,155357399,27986.62211,1964,45293145,17021.90164,1225,15773329,41192.72372,499,3001076, ,,,
512,1,3,15360,1467.870365,3.28074E+17,2.33948E+15,119410.3588,20661,3937187963,17975.62834,4340,172663215,21274.37205,1875,43581416,18563.32778,1248,19721729,43735.1494,516,3034808, ,,,
512,1,2,5120,288.7534699,33,2,49.07277966,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,720.4376359,1945,10897,2284.938568,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1189.890702,78806,54980098,1783.803694,9029,34674500,2878.233937,4106,34674500,12045.61891,2256,34674500,15853.8936,1550,17912319,42684.92572,674,3175453, ,,,
512,1,2,20480,1676.790095,5920025,73111084027,14619.09362,17124,2530194824,16968.62666,4195,172533407,18941.20227,2127,45251074,16716.91823,1287,20037866,42814.93362,520,3205480, ,,,
512,1,2,25600,2145.808284,298941442,2.34786E+14,29941.59835,27696,5534270264,18247.92009,4459,173053883,18261.39557,2036,51063801,21975.21505,1366,20191862,47064.13223,489,3736494, ,,,
512,1,3,5120,437.9939482,645363,129189940,4318.559544,12322,636769096,14109.25496,4342,156294010,20184.52438,1974,40521249,18112.56178,1337,17065982,53749.73236,504,2925284, ,,,
512,1,3,10240,938.6685827,4.47111E+11,8.81211E+16,66292.93511,17766,3616417451,19450.82953,4166,180357704,27374.28844,1790,43569659,10020.45006,1334,25309801,49113.82311,509,3530362, ,,,
512,1,3,15360,1459.969982,4.26549E+17,2.06506E+16,120317.831,20843,4067720144,23527.57557,3552,132555988,19340.79667,1670,34768581,19747.3087,1270,20158246,47522.80941,481,3073896, ,,,
512,1,2,5120,289.8691623,31,11,48.71732569,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,720.3345819,1731,357,2388.614628,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1229.495484,93440,12862805,1424.110905,9171,12862805,5052.065481,4001,12862805,17588.21509,2067,12862805,14129.28866,1363,12862805,53716.50761,473,2791685, ,,,
512,1,2,20480,1692.990319,7950383,21777806937,13235.80646,23730,3750534452,18455.93954,4180,176832997,19730.66652,2207,52707246,16450.50785,1174,18188285,45657.59783,477,3261500, ,,,
512,1,2,25600,2221.928279,455056178,2.36903E+14,30307.00313,23004,5853787977,20794.18081,3502,131326305,20693.6,1827,36289563,17501.86957,1334,23686254,48980.13576,486,2679561, ,,,
512,1,3,5120,442.3684509,549617,328742740,5111.849701,15000,657463981,17201.49691,4015,136827146,15425.98231,2424,57831504,21073.66378,1398,17497571,49917.36609,549,3279113, ,,,
512,1,3,10240,948.2216606,3.51294E+11,4.62007E+16,68955.98841,18245,4166068430,18433.474,4419,188616976,19190.54808,1922,47325998,20216.04286,1401,20076477,42995.40359,457,3045316, ,,,
512,1,3,15360,1469.289854,2.87856E+17,1.90026E+16,122928.9895,19781,4181507464,21873.50803,3481,136565513,20309.17935,2129,41010698,16119.0551,1299,20612953,52726.64026,503,2965031, ,,,
512,1,2,5120,296.5100632,38,2,49.6063869,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,721.2721193,2094,8891,2547.206364,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1207.663193,114039,77038462,1475.022628,6979,37227960,6669.116615,3339,37227960,10457.92756,2330,37227960,14350.70393,1362,17367521,43515.37583,534,3306932, ,,,
512,1,2,20480,1678.234028,6615943,73300808537,13474.76779,24104,3993800368,21851.92158,3666,125168680,18631.6433,1882,51488863,14603.18096,1351,23316211,54857.47429,450,2669615, ,,,
